filename,label,set_type,url
train_clean_098_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928315/augmented/train/clean/train_clean_098_aug1.jpg
train_clean_067_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928316/augmented/train/clean/train_clean_067_aug3.jpg
train_clean_068_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928316/augmented/train/clean/train_clean_068_aug1.jpg
train_clean_011_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928318/augmented/train/clean/train_clean_011_aug3.jpg
train_clean_033_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928319/augmented/train/clean/train_clean_033_aug2.jpg
train_clean_103.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928319/augmented/train/clean/train_clean_103.jpg
train_clean_110_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928320/augmented/train/clean/train_clean_110_aug2.jpg
train_clean_073_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928321/augmented/train/clean/train_clean_073_aug3.jpg
train_clean_001.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928321/augmented/train/clean/train_clean_001.jpg
train_clean_081_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928321/augmented/train/clean/train_clean_081_aug1.jpg
train_clean_108_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928322/augmented/train/clean/train_clean_108_aug3.jpg
train_clean_003_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928323/augmented/train/clean/train_clean_003_aug3.jpg
train_clean_111.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928324/augmented/train/clean/train_clean_111.jpg
train_clean_107_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928325/augmented/train/clean/train_clean_107_aug1.jpg
train_clean_028_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928325/augmented/train/clean/train_clean_028_aug3.jpg
train_clean_031_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928326/augmented/train/clean/train_clean_031_aug3.jpg
train_clean_021_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928326/augmented/train/clean/train_clean_021_aug3.jpg
train_clean_014_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928327/augmented/train/clean/train_clean_014_aug1.jpg
train_clean_070.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928327/augmented/train/clean/train_clean_070.jpg
train_clean_048_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928328/augmented/train/clean/train_clean_048_aug3.jpg
train_clean_052_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928329/augmented/train/clean/train_clean_052_aug1.jpg
train_clean_060_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928329/augmented/train/clean/train_clean_060_aug3.jpg
train_clean_101.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928330/augmented/train/clean/train_clean_101.jpg
train_clean_026_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928331/augmented/train/clean/train_clean_026_aug2.jpg
train_clean_052_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928331/augmented/train/clean/train_clean_052_aug2.jpg
train_clean_073_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928332/augmented/train/clean/train_clean_073_aug2.jpg
train_clean_048_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928333/augmented/train/clean/train_clean_048_aug2.jpg
train_clean_023.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928333/augmented/train/clean/train_clean_023.jpg
train_clean_005.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928334/augmented/train/clean/train_clean_005.jpg
train_clean_046_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928335/augmented/train/clean/train_clean_046_aug3.jpg
train_clean_049_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928336/augmented/train/clean/train_clean_049_aug1.jpg
train_clean_077_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928336/augmented/train/clean/train_clean_077_aug1.jpg
train_clean_008_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928337/augmented/train/clean/train_clean_008_aug1.jpg
train_clean_040.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928338/augmented/train/clean/train_clean_040.jpg
train_clean_109_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928338/augmented/train/clean/train_clean_109_aug1.jpg
train_clean_034_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928339/augmented/train/clean/train_clean_034_aug1.jpg
train_clean_100.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928339/augmented/train/clean/train_clean_100.jpg
train_clean_019_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928340/augmented/train/clean/train_clean_019_aug1.jpg
train_clean_050_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928341/augmented/train/clean/train_clean_050_aug1.jpg
train_clean_060_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928341/augmented/train/clean/train_clean_060_aug1.jpg
train_clean_088_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928341/augmented/train/clean/train_clean_088_aug1.jpg
train_clean_032_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928342/augmented/train/clean/train_clean_032_aug3.jpg
train_clean_084_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928343/augmented/train/clean/train_clean_084_aug1.jpg
train_clean_013.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928344/augmented/train/clean/train_clean_013.jpg
train_clean_063_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928344/augmented/train/clean/train_clean_063_aug3.jpg
train_clean_095_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928344/augmented/train/clean/train_clean_095_aug3.jpg
train_clean_009.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928345/augmented/train/clean/train_clean_009.jpg
train_clean_005_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928345/augmented/train/clean/train_clean_005_aug3.jpg
train_clean_017_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928346/augmented/train/clean/train_clean_017_aug3.jpg
train_clean_075_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928347/augmented/train/clean/train_clean_075_aug3.jpg
train_clean_096_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928347/augmented/train/clean/train_clean_096_aug2.jpg
train_clean_022_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928348/augmented/train/clean/train_clean_022_aug3.jpg
train_clean_064_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928348/augmented/train/clean/train_clean_064_aug2.jpg
train_clean_055.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928349/augmented/train/clean/train_clean_055.jpg
train_clean_065_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928349/augmented/train/clean/train_clean_065_aug1.jpg
train_clean_008.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928350/augmented/train/clean/train_clean_008.jpg
train_clean_038_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928350/augmented/train/clean/train_clean_038_aug1.jpg
train_clean_015_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928351/augmented/train/clean/train_clean_015_aug1.jpg
train_clean_022_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928352/augmented/train/clean/train_clean_022_aug1.jpg
train_clean_045_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928352/augmented/train/clean/train_clean_045_aug3.jpg
train_clean_072_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928352/augmented/train/clean/train_clean_072_aug2.jpg
train_clean_026.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928353/augmented/train/clean/train_clean_026.jpg
train_clean_001_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928353/augmented/train/clean/train_clean_001_aug3.jpg
train_clean_030_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928354/augmented/train/clean/train_clean_030_aug2.jpg
train_clean_017.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928355/augmented/train/clean/train_clean_017.jpg
train_clean_030_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928355/augmented/train/clean/train_clean_030_aug3.jpg
train_clean_045_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928356/augmented/train/clean/train_clean_045_aug1.jpg
train_clean_045_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928357/augmented/train/clean/train_clean_045_aug2.jpg
train_clean_091_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928357/augmented/train/clean/train_clean_091_aug2.jpg
train_clean_078_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928358/augmented/train/clean/train_clean_078_aug1.jpg
train_clean_076.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928358/augmented/train/clean/train_clean_076.jpg
train_clean_044_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928358/augmented/train/clean/train_clean_044_aug3.jpg
train_clean_092_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928359/augmented/train/clean/train_clean_092_aug1.jpg
train_clean_063.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928360/augmented/train/clean/train_clean_063.jpg
train_clean_011.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928361/augmented/train/clean/train_clean_011.jpg
train_clean_047_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928362/augmented/train/clean/train_clean_047_aug3.jpg
train_clean_007_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928362/augmented/train/clean/train_clean_007_aug3.jpg
train_clean_096.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928362/augmented/train/clean/train_clean_096.jpg
train_clean_060.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928363/augmented/train/clean/train_clean_060.jpg
train_clean_003.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928363/augmented/train/clean/train_clean_003.jpg
train_clean_054_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928364/augmented/train/clean/train_clean_054_aug1.jpg
train_clean_061_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928364/augmented/train/clean/train_clean_061_aug2.jpg
train_clean_104_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928365/augmented/train/clean/train_clean_104_aug2.jpg
train_clean_106_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928366/augmented/train/clean/train_clean_106_aug1.jpg
train_clean_012_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928366/augmented/train/clean/train_clean_012_aug3.jpg
train_clean_037_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928367/augmented/train/clean/train_clean_037_aug1.jpg
train_clean_015.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928367/augmented/train/clean/train_clean_015.jpg
train_clean_092_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928368/augmented/train/clean/train_clean_092_aug3.jpg
train_clean_065_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928369/augmented/train/clean/train_clean_065_aug3.jpg
train_clean_021_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928369/augmented/train/clean/train_clean_021_aug2.jpg
train_clean_103_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928370/augmented/train/clean/train_clean_103_aug3.jpg
train_clean_007_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928370/augmented/train/clean/train_clean_007_aug2.jpg
train_clean_054_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928371/augmented/train/clean/train_clean_054_aug3.jpg
train_clean_059_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928372/augmented/train/clean/train_clean_059_aug1.jpg
train_clean_103_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928372/augmented/train/clean/train_clean_103_aug1.jpg
train_clean_034.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928373/augmented/train/clean/train_clean_034.jpg
train_clean_024_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928373/augmented/train/clean/train_clean_024_aug2.jpg
train_clean_109_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928374/augmented/train/clean/train_clean_109_aug3.jpg
train_clean_055_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928375/augmented/train/clean/train_clean_055_aug1.jpg
train_clean_003_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928375/augmented/train/clean/train_clean_003_aug1.jpg
train_clean_017_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928376/augmented/train/clean/train_clean_017_aug2.jpg
train_clean_010_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928376/augmented/train/clean/train_clean_010_aug1.jpg
train_clean_062.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928377/augmented/train/clean/train_clean_062.jpg
train_clean_063_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928378/augmented/train/clean/train_clean_063_aug1.jpg
train_clean_028_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928379/augmented/train/clean/train_clean_028_aug2.jpg
train_clean_081_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928379/augmented/train/clean/train_clean_081_aug3.jpg
train_clean_027.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928379/augmented/train/clean/train_clean_027.jpg
train_clean_037_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928380/augmented/train/clean/train_clean_037_aug2.jpg
train_clean_035.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928381/augmented/train/clean/train_clean_035.jpg
train_clean_006_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928382/augmented/train/clean/train_clean_006_aug2.jpg
train_clean_036_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928382/augmented/train/clean/train_clean_036_aug3.jpg
train_clean_102_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928382/augmented/train/clean/train_clean_102_aug3.jpg
train_clean_081_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928383/augmented/train/clean/train_clean_081_aug2.jpg
train_clean_044_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928383/augmented/train/clean/train_clean_044_aug2.jpg
train_clean_026_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928384/augmented/train/clean/train_clean_026_aug1.jpg
train_clean_021_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928384/augmented/train/clean/train_clean_021_aug1.jpg
train_clean_076_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928385/augmented/train/clean/train_clean_076_aug1.jpg
train_clean_052.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928385/augmented/train/clean/train_clean_052.jpg
train_clean_100_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928386/augmented/train/clean/train_clean_100_aug1.jpg
train_clean_064_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928386/augmented/train/clean/train_clean_064_aug1.jpg
train_clean_082.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928387/augmented/train/clean/train_clean_082.jpg
train_clean_085_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928387/augmented/train/clean/train_clean_085_aug1.jpg
train_clean_106.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928388/augmented/train/clean/train_clean_106.jpg
train_clean_097_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928389/augmented/train/clean/train_clean_097_aug2.jpg
train_clean_088.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928389/augmented/train/clean/train_clean_088.jpg
train_clean_088_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928390/augmented/train/clean/train_clean_088_aug3.jpg
train_clean_053_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928390/augmented/train/clean/train_clean_053_aug2.jpg
train_clean_012.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928391/augmented/train/clean/train_clean_012.jpg
train_clean_073.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928392/augmented/train/clean/train_clean_073.jpg
train_clean_013_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928392/augmented/train/clean/train_clean_013_aug2.jpg
train_clean_001_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928393/augmented/train/clean/train_clean_001_aug1.jpg
train_clean_031.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928393/augmented/train/clean/train_clean_031.jpg
train_clean_042.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928394/augmented/train/clean/train_clean_042.jpg
train_clean_031_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928394/augmented/train/clean/train_clean_031_aug1.jpg
train_clean_024.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928395/augmented/train/clean/train_clean_024.jpg
train_clean_097_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928395/augmented/train/clean/train_clean_097_aug3.jpg
train_clean_004_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928396/augmented/train/clean/train_clean_004_aug1.jpg
train_clean_047_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928396/augmented/train/clean/train_clean_047_aug2.jpg
train_clean_049_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928397/augmented/train/clean/train_clean_049_aug2.jpg
train_clean_076_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928397/augmented/train/clean/train_clean_076_aug3.jpg
train_clean_099_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928398/augmented/train/clean/train_clean_099_aug1.jpg
train_clean_086_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928398/augmented/train/clean/train_clean_086_aug3.jpg
train_clean_014_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928399/augmented/train/clean/train_clean_014_aug3.jpg
train_clean_006_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928400/augmented/train/clean/train_clean_006_aug3.jpg
train_clean_094_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928400/augmented/train/clean/train_clean_094_aug2.jpg
train_clean_077.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928401/augmented/train/clean/train_clean_077.jpg
train_clean_083_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928401/augmented/train/clean/train_clean_083_aug3.jpg
train_clean_005_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928402/augmented/train/clean/train_clean_005_aug2.jpg
train_clean_096_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928402/augmented/train/clean/train_clean_096_aug3.jpg
train_clean_086_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928403/augmented/train/clean/train_clean_086_aug2.jpg
train_clean_075_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928403/augmented/train/clean/train_clean_075_aug1.jpg
train_clean_110_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928404/augmented/train/clean/train_clean_110_aug3.jpg
train_clean_015_aug2.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928404/augmented/train/clean/train_clean_015_aug2.jpg
train_clean_006.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928405/augmented/train/clean/train_clean_006.jpg
train_clean_108.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928405/augmented/train/clean/train_clean_108.jpg
train_clean_037.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928406/augmented/train/clean/train_clean_037.jpg
train_clean_022.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928406/augmented/train/clean/train_clean_022.jpg
train_clean_035_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928407/augmented/train/clean/train_clean_035_aug3.jpg
train_clean_041_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928408/augmented/train/clean/train_clean_041_aug3.jpg
train_clean_039_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928408/augmented/train/clean/train_clean_039_aug1.jpg
train_clean_024_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928409/augmented/train/clean/train_clean_024_aug1.jpg
train_clean_099_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928409/augmented/train/clean/train_clean_099_aug3.jpg
train_clean_057_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928410/augmented/train/clean/train_clean_057_aug1.jpg
train_clean_104_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928411/augmented/train/clean/train_clean_104_aug1.jpg
train_clean_041_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928411/augmented/train/clean/train_clean_041_aug1.jpg
train_clean_028_aug1.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928412/augmented/train/clean/train_clean_028_aug1.jpg
train_clean_098_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928412/augmented/train/clean/train_clean_098_aug3.jpg
train_clean_085_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928413/augmented/train/clean/train_clean_085_aug3.jpg
train_clean_052_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928414/augmented/train/clean/train_clean_052_aug3.jpg
train_clean_068.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928414/augmented/train/clean/train_clean_068.jpg
train_clean_058.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928415/augmented/train/clean/train_clean_058.jpg
train_clean_090.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928415/augmented/train/clean/train_clean_090.jpg
train_clean_056.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928415/augmented/train/clean/train_clean_056.jpg
train_clean_094_aug3.jpg,clean,train,https://res.cloudinary.com/dnd06giqm/image/upload/v1743928416/augmented/train/clean/train_clean_094_aug3.jpg
